cc_num,gender,city,city_pop,job,dob,acct_num,acct_num2,trans_num,unix_time,category,amt
639000000000.0,Male,City of Calamba,"454,486 people",,29/05/1958,,434000000000,9fb67f84da8c090fa886717dccdfda32,1633404072,grocery_pos,$86.45
6550000000000000.0,M,Butuan,"337,063 people",Hotel manager,06/01/1947,790000000000.0,790000000000,fceba76f757e2e0946dd095bfffdac7a,1600581999,,$13.53
4340000000000.0,M,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,f0905de06bb714de9f61fff2043261bf,1584892899,kids_pets,$35.76
3540000000000000.0,Male,Cabanatuan City,"302,231 people",Engineering geologist,25/10/1949,432000000000.0,432000000000,1d38b66309f559f94858aa93a40de1f0,1607931248,shopping_pos,$68.63
3540000000000000.0,M,Cabanatuan City,"302,231 people",Engineering geologist,25/10/1949,432000000000.0,432000000000,6f38463ae284a8eaedd882fca62b5cad,1586557239,kids_pets,$132.77
2320000000000000.0,M,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,954128b0c4c702f676516c95aa6ba92f,1596846263,grocery_net,$80.55
30300000000000.0,M,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,bbee5fac72b09d9818ffade3d1e63756,1602207579,entertainment,$3.10
570000000000.0,M,Makati City,"582,602 people","Surveyor, planning and development",26/07/1957,902100000000.0,902000000000,94e4587834f87be5711cd80f3bc3984d,1628323193,grocery_pos,$79.61
213000000000000.0,M,Batangas,"329,874 people",,23/07/1943,,840000000000,20289592bcfe6b2fc020c4ebea9e5554,1609055848,,$25.86
5500000000000000.0,M,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,7357c41b1b6fe8b292b0cf9f8e30b3af,1622792271,food_dining,$51.24
180000000000000.0,M,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,370e9794b2199d493dedb2546fcaac4b,1616626604,health_fitness,$1.89
3520000000000000.0,M,Digos,"169,393 people","Administrator, charities/voluntary organisations",31/08/1970,968000000000.0,968000000000,8f7df195c74d866b8eb28f6150959e54,1603863375,grocery_pos,$79.56
2440000000000000.0,M,Masbate,"95,389 people",Social worker,20/09/1961,786000000000.0,786000000000,771cc317cfb527a95bc4dc8db6371bba,1583640765,misc_pos,$5.76
3590000000000000.0,Male,Masbate,"95,389 people",Brewing technologist,23/06/1955,170000000000.0,170000000000,79f31d79cdad3a13b9003ae748c393b1,1600681357,entertainment,$1.64
3590000000000000.0,M,Masbate,"95,389 people",,23/06/1955,,170000000000,c68b49d6e6be7840ddb8d097700c91bf,1597723632,shopping_net,$9.72
3530000000000000.0,Male,Dasmarinas,"659,019 people","Physicist, medical",26/03/1965,201000000000.0,201000000000,399f5b1bf3291384feba5da0071e3010,1631105151,kids_pets,$43.06
180000000000000.0,M,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,fdf1664a9c2e7226058674a535e9b783,1594358031,shopping_pos,$50.01
36900000000000.0,Male,Mati,"141,141 people",Psychotherapist,03/02/1970,851000000000.0,851000000000,4d25f0d33c88e849244249428b2fc33c,1580026851,shopping_pos,$28.19
2440000000000000.0,M,Masbate,"95,389 people",Social worker,20/09/1961,786000000000.0,786000000000,26c38ffa0ea46ec3656d054a8278898e,1612056854,shopping_net,$21.45
2320000000000000.0,Male,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,1688ffa9c865da732bcd447df0e9fd9a,1595313996,food_dining,$29.03
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,139a3ddc18e1fa5ad26e52528272c766,1598202970,shopping_net,$1004.81
3540000000000000.0,Male,Cabanatuan City,"302,231 people",,25/10/1949,,432000000000,73a8663210c28f5a4c6081a727b06c00,1584673859,entertainment,$337.55
3580000000000000.0,M,Santa Rosa,"353,767 people","Clinical scientist, histocompatibility and immunogenetics",19/11/1966,867000000000.0,867000000000,c169197a2468d169ebad7fb4eb884400,1629352135,misc_pos,$1.54
2470000000000000.0,M,San Fernando,"306,659 people","Surveyor, quantity",01/11/1935,581100000000.0,581000000000,9b529bab028ceffadacd5ebf2c060a70,1624142363,home,$11.05
30500000000000.0,F,Butuan,"337,063 people",Contractor,24/06/1969,668000000000.0,668000000000,34027158f4416d0d364568edad06b54a,1594831709,,$45.65
6550000000000000.0,Male,Butuan,"337,063 people",Hotel manager,06/01/1947,790000000000.0,790000000000,79c611a08df776fe8649804a103d76d4,1619011116,home,$48.36
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,fdb336e507195e927f55a3c25472eb14,1635417721,gas_transport,$65.70
5200000000000000.0,M,Palayan City,"41,041 people",Emergency planning/management officer,19/09/1960,420000000000.0,420000000000,ca7fdd93ec753177cf56c1878facd807,1587135577,,$94.56
347000000000000.0,Male,Pagadian,"199,060 people",,06/12/1949,,289000000000,3970e69213a1cf2c78743426794d30c6,1614365200,kids_pets,$19.85
30300000000000.0,Male,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,8ad3d9173841683092e1c135e8da5aa2,1587304408,home,$53.30
5500000000000000.0,Male,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,dc1cc6c1eb89728037c09e3749b90dde,1614407702,misc_pos,$5.79
3510000000000000.0,Male,San Jose del Monte,"574,089 people",Regulatory affairs officer,19/02/1942,826000000000.0,826000000000,d86f74c5f5bebc4d856035637ca76eb7,1601533023,grocery_pos,$66.19
371000000000000.0,Female,Maasin,"85,560 people","Engineer, site",18/04/1966,994000000000.0,994000000000,51e0bdfbd5890bb5af7dcd73a61712a2,1626562790,health_fitness,$179.64
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,08169f3e2fdceae0519dbd967175025b,1590084141,personal_care,$8.74
2280000000000000.0,M,Olongapo,"233,040 people",,25/12/1956,,854000000000,45affd1f0c3a6412729ba5d41bd320d3,1620887947,shopping_pos,$8.85
4060000000000000.0,M,Valenzuela,"620,422 people",Operational investment banker,06/12/1963,231000000000.0,231000000000,6adc84019aefb714a7c2fd6f6bcbe82c,1617541146,home,$33.57
4.14e+18,Male,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,d0a6a03433bde8a7cbc69a06494a1088,1634873829,shopping_net,$41.45
502000000000.0,Male,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,45b2f0a03732c5b64cfc910278849341,1624248264,grocery_pos,$81.11
4.14e+18,M,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,835efb020e6953490d8faa65524ac445,1608469831,kids_pets,$62.44
180000000000000.0,M,Balanga,"96,061 people",Manufacturing systems engineer,14/05/1950,233000000000.0,233000000000,87fcddef81d8f36dd1c42cc393ac38c1,1602257775,travel,$8.36
38000000000000.0,Male,City of Isabela,"112,788 people",Sport and exercise psychologist,04/03/1967,378000000000.0,378000000000,c8b474fa72f18427229d8e3dc0cd6f6e,1608939531,shopping_pos,$976.24
2320000000000000.0,M,Binan,"333,028 people","Teacher, early years/pre",08/02/1960,664000000000.0,664000000000,37122e423527db658c5d4fb77abd0f2a,1627434739,misc_pos,$51.18
180000000000000.0,M,City of Isabela,"112,788 people","Secretary, company",24/01/1964,332000000000.0,332000000000,c387a20d27806d2ee85639d8f20a9d14,1628281923,kids_pets,$14.50
3570000000000000.0,Male,Olongapo,"233,040 people",Insurance broker,29/06/1955,298000000000.0,298000000000,c1fb9d8e03254aca964b2c376677b2a9,1623559603,grocery_pos,$89.27
639000000000.0,F,Dumaguete City,"131,377 people",,12/01/1942,,878000000000,efec966738885c7874b125923a5f9d37,1607744534,gas_transport,$51.76
3530000000000000.0,M,Dasmarinas,"659,019 people","Physicist, medical",26/03/1965,201000000000.0,201000000000,c6de39fad0c7ba8b18dec3d9a11d002f,1591013022,personal_care,$64.89
4.14e+18,Male,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,499ac3f1728c8450fa67f22b93106c69,1581730140,,$76.83
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,6bfa2806bc0cbf4cfd66424e0503e30d,1603050719,kids_pets,$47.47
4.83e+18,F,Angeles City,"411,634 people",Psychotherapist,18/06/1962,404000000000.0,404000000000,2bd29d054ad962060aa2740b8349b410,1586322309,entertainment,$218.35
180000000000000.0,M,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,1b5a497fc4a626eca7c271104b776199,1599247135,travel,$2.11
4400000000000000.0,M,Cadiz,"283,157 people","Teacher, special educational needs",02/04/1970,937000000000.0,937000000000,404dc55985bc489ae4b30a56c9abb00b,1613815628,food_dining,$102.40
2470000000000000.0,M,San Fernando,"306,659 people","Surveyor, quantity",01/11/1935,581100000000.0,581000000000,249bbe70cc46be581fff4f94ced7f98a,1620443395,grocery_pos,$101.22
6550000000000000.0,M,Butuan,"337,063 people",Hotel manager,06/01/1947,790000000000.0,790000000000,fe8bd6ac4aa665b68bd54d3b963e3300,1603380297,travel,$1.21
180000000000000.0,M,Marikina City,"450,741 people",,12/08/1955,,34614744133,2dcca0606501cb42cb873ed65d651c0e,1586572826,shopping_pos,$6.14
4.55e+18,M,Tagbilaran City,"105,051 people","Administrator, education",19/12/1959,969000000000.0,969000000000,f6ba372cb405546c9f626048cfc23a0f,1634433666,shopping_pos,$5.24
371000000000000.0,Female,Maasin,"85,560 people","Engineer, site",18/04/1966,994000000000.0,994000000000,9eae7bdb307921827d97eb80580a5125,1599803512,entertainment,$50.24
3520000000000000.0,M,Masbate,"95,389 people",Wellsite geologist,20/11/1967,531000000000.0,531000000000,9f0c884a2654b5dcfc40f8aff1bed8bf,1627603580,shopping_net,$6.56
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,f8b52bef56eacb0dc66464142172d071,1637372336,gas_transport,$71.61
213000000000000.0,M,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,99148f0b680205ea6e7732fe65f607a4,1623226269,food_dining,$30.52
2280000000000000.0,M,Olongapo,"233,040 people",Technical author,25/12/1956,854000000000.0,854000000000,86b5431e443b01ce579920ca5a8966d6,1597501797,personal_care,$42.71
4140000000000000.0,M,Puerto Princesa,"255,116 people",Web designer,05/03/1952,471000000000.0,471000000000,b13e730e126ac96230998abe88ccef2e,1590941260,kids_pets,$74.44
4720000000000000.0,M,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,2ddb9a0f1ebd2cafb701ab40eaec38b3,1594202236,food_dining,$29.96
30300000000000.0,M,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,05c57ecf38fcf06d552339235cabc7a1,1612637921,personal_care,$55.33
180000000000000.0,M,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,4b113739b3c27c117d4cfa6e80b310e5,1628390573,gas_transport,$65.41
180000000000000.0,M,Calapan,"133,893 people",Tourist information centre manager,05/12/1949,124000000000.0,124000000000,cdc695853c39b2958a677fe107cc1316,1612104294,travel,$7.54
3530000000000000.0,M,City of Paranaque,"665,822 people","Engineer, water",31/07/1961,540000000000.0,540000000000,27c57ab46e4b0f7f9a90ea4bd77cbd43,1633759581,gas_transport,$68.55
3530000000000000.0,M,City of Paranaque,"665,822 people","Engineer, water",31/07/1961,540000000000.0,540000000000,07855d7ae8a55d176fecad4378a99e99,1584005379,gas_transport,$59.40
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,97463e762b7744b761ac18467f40a8d8,1596868344,gas_transport,$67.92
347000000000000.0,M,Antipolo,"776,386 people",Seismic interpreter,19/05/1959,564000000000.0,564000000000,565d32231adbde03f49d1945f3676965,1583268734,health_fitness,$6.04
4720000000000000.0,M,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,1a858626ecf5e92a939a9a722a32e6f4,1606436482,shopping_pos,$2.46
2280000000000000.0,M,Olongapo,"233,040 people",Technical author,25/12/1956,854000000000.0,854000000000,312b12290d7fdb98c4641c630c8e7478,1624905951,home,$124.28
6550000000000000.0,M,Malaybalay,"174,625 people",English as a foreign language teacher,31/12/1948,581000000000.0,581000000000,56df8c3c487034255349e9964e248c78,1603760760,gas_transport,$76.79
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,f802121147a1a10e5efea08c21748d23,1615946917,gas_transport,$83.06
4730000000000000.0,M,Vigan,"53,879 people","Geologist, engineering",28/05/1945,227000000000.0,227000000000,8582794d2687383026eb698e533b6b94,1613435836,grocery_net,$94.01
3510000000000000.0,M,San Jose del Monte,"574,089 people",Regulatory affairs officer,19/02/1942,826000000000.0,826000000000,10a4457fe1ff9472e80aca4fbc2e0312,1638583973,food_dining,$96.24
30300000000000.0,M,Meycauayan,"209,083 people","Research officer, political party",25/03/1968,207000000000.0,207000000000,961ec820bd70235f61d0dc51f6d1e48a,1626277615,,$1.31
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,7e1cceeee5a5cbffae5b28b08c9cac09,1636921962,personal_care,$78.05
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,618747d935e11da1c6abdfef07fa7d7a,1582376886,personal_care,$46.98
347000000000000.0,Male,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,c386c6322bd8f70311ae9a4ceac1c014,1630193970,travel,$3.42
4.1e+18,M,Tagbilaran City,"105,051 people",Land,10/02/1963,233100000000.0,233000000000,1dc839383e64ccfd8cafc6590c300226,1617517499,entertainment,$38.52
4620000000000000.0,Male,San Fernando,"121,812 people",Personnel officer,20/11/1934,555000000000.0,555000000000,6ae2331501b08591d7847716723cbab3,1590998950,gas_transport,$57.00
213000000000000.0,M,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,df5430e9d78cf45eb904344661d46e82,1606872904,gas_transport,$88.69
5500000000000000.0,M,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,70f7c52f1224376f4627ed5e78fd7ddd,1618618284,entertainment,$9.59
4340000000000.0,Male,Sorsogon,"168,110 people",Research scientist (medical),25/05/1942,971000000000.0,971000000000,3c1e8027498672d9533b86350cd20234,1613863750,home,$4.93
3510000000000000.0,Male,San Jose del Monte,"574,089 people",Regulatory affairs officer,19/02/1942,826000000000.0,826000000000,655737911ae2cf094574a6d68aa75204,1638597397,food_dining,$54.03
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,a0ecb4d960258852fbfeeebf87dd2970,1620633886,food_dining,$178.22
4010000000000.0,Male,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,187eba84e68f06cc55f06f2fe7237fa8,1618814087,shopping_pos,$3.25
676000000000.0,M,Dasmarinas,"659,019 people",Chartered loss adjuster,12/12/1958,798000000000.0,798000000000,dd7f5b6973f8f267095f6e729e92d829,1622962756,entertainment,$152.06
504000000000.0,Male,Naga City,"196,003 people","Designer, fashion/clothing",03/02/1943,902000000000.0,902000000000,f275a71188b220feeb633369770fb933,1589682184,entertainment,$9.98
3530000000000000.0,M,Dasmarinas,"659,019 people","Physicist, medical",26/03/1965,201000000000.0,201000000000,49c196443174f2d7056afc4da2aa773e,1584098161,shopping_pos,$8.81
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,2a5c28bad1280a3346c261a40e9a36c6,1622964412,shopping_pos,$8.97
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,e322bbd078b2a835937fe5c29175ada4,1628921113,gas_transport,$67.03
3520000000000000.0,M,Digos,"169,393 people","Administrator, charities/voluntary organisations",31/08/1970,968000000000.0,968000000000,ec404a52444b96c49923f722a832c2d2,1637793610,health_fitness,$14.90
4.14e+18,Male,Calapan,"133,893 people",Financial controller,23/07/1953,628000000000.0,628000000000,8c3186663fe6000bd32a556e1da08d97,1601192610,grocery_net,$80.51
3540000000000000.0,M,Cabanatuan City,"302,231 people",Engineering geologist,25/10/1949,432000000000.0,432000000000,74c3f9d411cb86071e9e1ee5df8c1746,1636270056,gas_transport,$39.37
180000000000000.0,M,San Fernando,"306,659 people","Engineer, mining",09/11/1930,939000000000.0,939000000000,f24e76a05466a4deb19f0ecd3136c289,1593348617,kids_pets,$146.87
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,885d47ff9a54f9af9c93192f1202c58f,1638622661,health_fitness,$6.19
3520000000000000.0,M,Digos,"169,393 people","Administrator, charities/voluntary organisations",31/08/1970,968000000000.0,968000000000,d360267c37036179dc2c96327f483fba,1601667184,home,$57.16
4730000000000000.0,Male,Vigan,"53,879 people","Geologist, engineering",28/05/1945,227000000000.0,227000000000,37481bb493b5d12ee52f15e27d76e045,1618019723,entertainment,$42.39
180000000000000.0,M,Balanga,"96,061 people",Manufacturing systems engineer,14/05/1950,233000000000.0,233000000000,e5d886796bd05aff8455ef0202bbb9d3,1608045448,home,$26.07
4870000000000000.0,M,San Fernando,"121,812 people","Education officer, museum",18/07/1964,863000000000.0,863000000000,678f597292b421c69dfbb14ef5796b33,1616950568,home,$103.83
2440000000000000.0,M,Masbate,"95,389 people",Social worker,20/09/1961,786000000000.0,786000000000,b3efb7ddb5c98a6fb9c260001f5f2005,1597139711,misc_pos,$4.91
6550000000000000.0,Male,Malaybalay,"174,625 people",English as a foreign language teacher,31/12/1948,581000000000.0,581000000000,1058f658bc4d38df076708e5ce817459,1607863475,food_dining,$104.88
4400000000000000.0,M,Cadiz,"283,157 people","Teacher, special educational needs",02/04/1970,937000000000.0,937000000000,3be30588df0c46d4c20753fbc6dc9245,1618189841,shopping_net,$160.00
4.83e+18,Female,Angeles City,"411,634 people",Psychotherapist,18/06/1962,404000000000.0,404000000000,dd76c8af6af2d9a66caa1ef2e0047437,1593914369,misc_net,$1.76
3520000000000000.0,M,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,b4b280783ef1b779197b58174bcdf26f,1596097486,entertainment,$59.79
3520000000000000.0,Male,Malabon,"365,525 people",Broadcast journalist,05/04/1957,587000000000.0,587000000000,f4d1dcd8e60617e8433de8447d190299,1635118831,personal_care,$69.37
502000000000.0,Male,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,0c306cfe9a174c0302bc80f6fa2eaecd,1622686150,shopping_pos,$2.93
570000000000.0,M,Makati City,"582,602 people","Surveyor, planning and development",26/07/1957,902100000000.0,902000000000,118a8a111312a15b129ff771a79cffef,1600419556,grocery_pos,$88.28
6570000000000000.0,M,Santiago,"134,830 people",Art therapist,11/10/1965,717000000000.0,717000000000,67ae0f9ee4207d9ce343a9c88034f98c,1606961756,,$8.22
3530000000000000.0,M,City of Paranaque,"665,822 people","Engineer, water",31/07/1961,540000000000.0,540000000000,a260dc37c3a0b8ca04284c1f474fcdf8,1607705466,kids_pets,$124.10
4.83e+18,Female,Angeles City,"411,634 people",Psychotherapist,18/06/1962,404000000000.0,404000000000,7a88a90feeb09601f936ad516619cc17,1627345627,food_dining,$99.14
4870000000000000.0,M,San Fernando,"121,812 people","Education officer, museum",18/07/1964,863000000000.0,863000000000,ab976b94be5b866cdf8c2afeca9cde4e,1594019448,grocery_pos,$81.47
3530000000000000.0,Male,City of Paranaque,"665,822 people","Engineer, water",31/07/1961,540000000000.0,540000000000,44d74d6f3118faeb51fdcce13fabaf87,1584808831,health_fitness,$24.04
4720000000000000.0,M,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,004422f98d8de1880da2d56c6d195c48,1632848787,personal_care,$21.54
5500000000000000.0,M,Cadiz,"283,157 people",Scientific laboratory technician,24/05/1960,384300000000.0,3843260959,d9d602bc74d0aa7a617430f5b848b20b,1621490764,shopping_pos,$8.80
6540000000000000.0,M,Muntinlupa City,"504,509 people",IT sales professional,31/08/1954,473000000000.0,473000000000,84d62c885bf267d11eb9c3d5320b5c08,1590787084,personal_care,$35.59
213000000000000.0,Male,Batangas,"329,874 people","Copywriter, advertising",23/07/1943,840000000000.0,840000000000,67eff2f6b7fc8839d9f9de4e1ed3cae7,1634453531,shopping_net,$44.22
4.83e+18,Female,Angeles City,"411,634 people",Psychotherapist,18/06/1962,404000000000.0,404000000000,46f4213c6045ecb192ee9d6b812f1e18,1609228327,grocery_pos,$73.80
3530000000000000.0,M,City of Paranaque,"665,822 people","Engineer, water",31/07/1961,540000000000.0,540000000000,6d54132d4a2060ae3353c1b957295c22,1600485115,misc_pos,$76.12
502000000000.0,M,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,f5ffac0c142c4a28de2768ef1e600249,1608008696,shopping_pos,$7.76
3520000000000000.0,Male,Cebu City,"922,611 people",Medical physicist,01/12/1947,510000000000.0,510000000000,62f03eb39327f4635a050a30e37a13fb,1606975338,grocery_pos,$82.24
4140000000000000.0,M,Puerto Princesa,"255,116 people",Web designer,05/03/1952,471000000000.0,471000000000,a80420492b554efdb0e5a49635d8fb58,1613071456,personal_care,$46.76
4010000000000.0,M,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,dfa7e096d8760138dd7c1f85417b5995,1635563732,grocery_pos,$98.71
6550000000000000.0,M,Malaybalay,"174,625 people",English as a foreign language teacher,31/12/1948,581000000000.0,581000000000,357ac90db0c55335efc9f59969846e3e,1636564602,home,$59.19
4060000000000000.0,M,Valenzuela,"620,422 people",Operational investment banker,06/12/1963,231000000000.0,231000000000,10f48852799a1a66420f9d24830e8832,1627126239,grocery_pos,$85.47
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,e926d27609f43b5ccbefc411160a5e66,1627599087,home,$188.46
4890000000000.0,M,Dumaguete City,"131,377 people",Drilling engineer,16/05/1941,996400000000.0,99645822249,6be66ad23856929c4dac036348217840,1603693722,,$72.26
4400000000000000.0,M,Dagupan City,"171,271 people",Camera operator,24/04/1949,753000000000.0,753000000000,fcd357ffda5f6d1eda8ef12f623dc3dd,1587019193,grocery_pos,$108.63
3520000000000000.0,Male,Masbate,"95,389 people",,20/11/1967,,531000000000,6374b02be6e9ff6d3ff84e5d5d6c23d1,1621077805,shopping_pos,$8.99
38000000000000.0,Male,City of Isabela,"112,788 people",Sport and exercise psychologist,04/03/1967,378000000000.0,378000000000,a26314576c7a0e43a1c09b196affab60,1633258251,misc_net,$538.66
6010000000000000.0,M,Pagadian,"199,060 people","Designer, furniture",24/10/1949,488000000000.0,488000000000,6018fbc4ff76c2bd6027a98d2ff420d9,1581899349,grocery_net,$66.97
180000000000000.0,M,City of Isabela,"112,788 people",,24/01/1964,,332000000000,546a2d9de10d3b904f38a72949f17512,1627865666,misc_net,$6.71
676000000000.0,Male,Dasmarinas,"659,019 people",Chartered loss adjuster,12/12/1958,798000000000.0,798000000000,368e419fae6ad37ed86f5584e8127852,1584136637,kids_pets,$62.66
3520000000000000.0,M,Malabon,"365,525 people",,05/04/1957,,587000000000,07345c6bbcaaee22da3417b842ea3cc8,1588398447,,$18.64
3580000000000000.0,Male,Santa Rosa,"353,767 people","Clinical scientist, histocompatibility and immunogenetics",19/11/1966,867000000000.0,867000000000,142a0b00aadaa726cb763b1ae1c48ffe,1595184693,kids_pets,$39.09
38900000000000.0,Male,San Fernando,"121,812 people",Public relations account executive,04/03/1951,845100000000.0,845000000000,61efa56a0edbd50fe55e83be8b29fd09,1627459194,food_dining,$110.13
6010000000000000.0,M,Pagadian,"199,060 people","Designer, furniture",24/10/1949,488000000000.0,488000000000,9c5afb70fa4698bdee2add1530e0abfc,1608966712,gas_transport,$71.36
3570000000000000.0,Male,Calapan,"133,893 people",,07/02/1970,,726000000000,12c56d3301e9644dedf4936fff5c00d8,1588558733,misc_pos,$1.25
4010000000000.0,Male,Malaybalay,"174,625 people",Tourist information centre manager,11/01/1966,439000000000.0,439000000000,b1636218513f2391fd0afc23906476fd,1622341935,shopping_pos,$190.14
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,a011cee66eeea829751bbf4a96652ed4,1634345628,grocery_pos,$75.51
4720000000000000.0,Male,Laoag,"111,125 people",Dance movement psychotherapist,11/01/1954,257000000000.0,257000000000,e7c2b5a7cc1a685dff86ea3fb09522ef,1612544942,home,$55.69
2280000000000000.0,M,Olongapo,"233,040 people",Technical author,25/12/1956,854000000000.0,854000000000,226db192ac3f40b01446bc8848169491,1637530225,kids_pets,$72.28
371000000000000.0,F,Maasin,"85,560 people","Engineer, site",18/04/1966,994000000000.0,994000000000,de8ac444b210f42fe16c810794a79570,1628864053,personal_care,$71.56
4.1e+18,M,Tagbilaran City,"105,051 people",,10/02/1963,,233000000000,4e44cc97a0939d33df5d950023e3f5d5,1593439613,kids_pets,$52.88
4140000000000000.0,M,Puerto Princesa,"255,116 people",Web designer,05/03/1952,471000000000.0,471000000000,cbc6647b95362b079776a24e37992090,1607795408,kids_pets,$42.81
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,9efa531258837ff857b45da7550ace72,1598691181,gas_transport,$92.15
4430000000000000.0,M,General Santos,"594,446 people",Contracting civil engineer,26/06/1960,319000000000.0,319000000000,b012d7d660cc969c8883a9613497b6a4,1590221889,misc_pos,$182.12
30300000000000.0,M,Navotas,"249,463 people","Radiographer, diagnostic",12/03/1968,838000000000.0,838000000000,4a3548d86dfb3e5a476f566427a65f99,1630081137,kids_pets,$15.61
5200000000000000.0,M,Palayan City,"41,041 people",Emergency planning/management officer,19/09/1960,420000000000.0,420000000000,621f5a13735970ab23c5c1b8026cd6eb,1638831880,food_dining,$99.85
502000000000.0,Male,Tacloban,"242,089 people",Aid worker,20/05/1949,563000000000.0,563000000000,c85a79774c6e7a75477e4d08611bafff,1622925018,travel,$5.34
180000000000000.0,M,San Fernando,"306,659 people","Engineer, mining",09/11/1930,939000000000.0,939000000000,2d6ec433f4c1cb12bc7529d25e861d82,1617497165,shopping_pos,$9.53
639000000000.0,M,City of Calamba,"454,486 people",Management consultant,29/05/1958,434000000000.0,434000000000,48e9f76bd5b3f657af233f9cbecb02ca,1607817296,,$103.42
4140000000000000.0,M,Puerto Princesa,"255,116 people",Web designer,05/03/1952,471000000000.0,471000000000,42b47048e8a69fa238b2db5442dd422b,1586324340,entertainment,$6.54
3580000000000000.0,M,Santa Rosa,"353,767 people","Clinical scientist, histocompatibility and immunogenetics",19/11/1966,867000000000.0,867000000000,4f4222bc323968486396e47c07df05b9,1614501045,misc_net,$10.88
5000000000000.0,M,Tuguegarao,"153,502 people",Outdoor activities/education manager,07/06/1966,750000000000.0,750000000000,1e3845094a6be14b96c707b5c424e89d,1598027545,kids_pets,$129.83
345000000000000.0,M,Dasmarinas,"659,019 people",Diplomatic Services operational officer,02/04/1930,845000000000.0,845000000000,2b08c1fdc66a1664d7d4f2ff013c4339,1618784612,health_fitness,$8.95
347000000000000.0,M,Pagadian,"199,060 people",General practice doctor,06/12/1949,289000000000.0,289000000000,49ceb6d3b5ed48594edfab0d463c8fe3,1590716676,grocery_pos,$117.68
